id,class,tech,tonnage,chassis,variant,buildUrl,skillCode,skillTreeCode,skillTreeUrl,weaponry,equipment,description,role,buildCodes,primaryRangeBracketMin,primaryRangeBracketMax,optimalRange,maxRange,schemaVersion,docType
1ee9a0a0-4353-44c0-b2e5-abdabbb37bb3,Assault,Clan,100,Stone Rhino,SR-X(S),https://mwo.nav-alpha.com/mechlab?b=6b526d7d_SR-XS,pending,,,2x C-ER PPC | 5x C-ER Small,"[""10x C-Double Heat Sink"",""5x C-Rail Gun Ammo"",""Clan XL Engine 325""]",Imported from NAV-Alpha build link.,Juggernaut,"{""imported"":""SR-XS"",""export"":""AAlE4:l1|7f|l^|l^|l^pD1|l^|1C|FSqD1|l^|1C|FSrK0|kB|kB|l^|l^sG0|kB|kB|kB|l^|l^tD1|FS|FSuD1|l^vB0|FSw000000""}",0,0,0,0,1.0,mech
93fdb4f4-718f-48cd-bd69-277fcf5ac80a,Assault,Clan,100,Stone Rhino,SR-1,https://mwo.nav-alpha.com/mechlab?b=4da32386_SR-1,pending,,,4x C-Gauss,"[""9x C-Gauss Ammo"",""2x Jump Jet Class I"",""STD Engine 265""]",Imported from NAV-Alpha build link.,Juggernaut,"{""imported"":""SR-1"",""default"":""ANhD4:l1|cb|LG|LGpC1|hB|hBqC1|hB|hBrQ0|TR|TRsJ0|TR|TRtD1|TR|TRuD1|TR|TRvB0|TRw001010""}",0,0,0,0,1.0,mech
77e99719-d3f7-4f5d-9652-6bbe95658566,Medium,IS,40,Cicada,CDA-3F,https://mwo.nav-alpha.com/mechlab?b=7e128cbe_CDA-3F,pending,,,2x ER PPC | 2x SmLas,"[""Double Heat Sink"",""3x Jump Jet Class IV"",""XL Engine 280""]",,Skirmisher,"{""imported"":""CDA-3F"",""default"":""A\\692:`0|JdpX0|^?|[?|OGqX0|^?|[?|OG|OG|i^r30s30tX0uX0vB0w000000""}",0,0,0,0,1.0,mech
030582b6-831f-4848-8f72-194613653ba6,Medium,Clan,45,Shadowhawk Iic,SHD-IIC-2,https://mwo.nav-alpha.com/mechlab?b=954c64af_SHD-IIC-2,pending,,,6x C-MPL,"[""7x C-Double Heat Sink"",""Clan XL Engine 280"",""3x Jump Jet Class IV"",""TComp Mk I""]",Imported from NAV-Alpha build link.,Skirmisher,"{""imported"":""SHD-IIC-2"",""export"":""AOkD4:g0|ne|l^|oB|oBp[0|oB|l^|l^|OGq[0|oB|l^|l^|OG|OG|e<2rL0|oBs00t\\0|l^u\\0|l^v80|oBw101010""}",0,0,0,0,1.0,mech
f6807bee-e8e2-4498-a8ad-9ad5a992551b,Medium,IS,45,Vindicator,VND-5L,https://mwo.nav-alpha.com/mechlab?b=7dbab6bc_VND-5L,pending,,,Binary Las C | 6x ER Med,"[""2x Double Heat Sink"",""2x Jump Jet Class IV"",""Light Engine 280""]",,Skirmisher,"{""imported"":""VND-5L"",""default"":""A6k92:h0|Rg|i^p\\0|F@|F@|F@q\\0|`@|F@|F@|i^|OGr00s00|F@tW0|OGuW0v:0w000000""}",0,0,0,0,1.0,mech
b74a75f0-60df-4e96-9b36-034a61ef44d2,Medium,IS,45,Vindicator,VND-5L,https://mwo.nav-alpha.com/mechlab?b=30bf0b20_VND-5L,pending,,,Binary Las C | 6x ER Med,"[""4x Double Heat Sink"",""2x Jump Jet Class IV"",""XL Engine 295""]",,Skirmisher,"{""imported"":""VND-5L"",""default"":""A6k:2:g0|Md|i^|OG|OGp[0|`@|F@|F@|i^q[0|F@|F@|F@|i^|i^r00s@0|F@t\\0u\\0v60w101010""}",0,0,0,0,1.0,mech
863a7849-dbd2-4585-84ad-e25141c07371,Heavy,Clan,60,Hellfire,HLF-C,https://mwo.nav-alpha.com/mechlab?b=56dc2243_HLF-C,pending,,,2x C-ER Med | 2x C-HLL | 4x C-SRM 6A,"[""6x C-Double Heat Sink"",""C-MASC Mk II"",""3x C-SRM Ammo A"",""Clan XL Engine 300""]",Imported from NAV-Alpha build link.,Brawler,"{""default"":""AC;D5:B0|YRpX0|lB|PC|YRqg0|?C|?C|l^|l^r?1|2f|l^|l^|6Isg0|?C|?C|l^|l^tX0|lB|PC|YRuh0vh0w101010"",""export"":""AC;D5:?1|2f|l^|l^|6Ipg0|?C|?C|l^|l^qg0|?C|?C|l^|l^rX0|lB|PC|YRsX0|lB|PC|YRth0uh0vB0|YRw101010""}",0,0,0,0,1.0,mech
1192cb63-c322-4925-a778-20f0a5f86930,Assault,IS,95,Bullshark,BSK-2,https://mwo.nav-alpha.com/mechlab?b=287ed4c5_BSK-2,pending,,,6x ER LL | 6x MedLas,"[""13x Heat Sink"",""IS TComp Mk II"",""2x Jump Jet Class I"",""Light Engine 300""]","Versatile Trader, good for defending caps.",Juggernaut,"{""default"":""Agi80:B0|Y?p=0|Y?|Y?|h^|h^q@1|]?|]?|]?|h^|h^|h^|h^rh1|Vg|h^|h^|Y?|LGs@1|]?|]?|]?|h^|h^|h^|h^t=0|Y?|Y?u61|0=2v61|LG|h^w000000""}",0,0,0,0,1.0,mech
bc0e9495-55cc-4d8b-80f2-9becee3823f1,Heavy,Clan,70,Grand Summoner,SMN-II-P,https://mwo.nav-alpha.com/mechlab?b=64df88c4_SMN-II-P,pending,,,2x C-Plasma PPC | 3x C-UAC/5,"[""4x C-Ultra AC/5 Ammo"",""C-Ultra AC/5 Ammo (1/2)""]",Imported from NAV-Alpha build link.,Brawler,"{""default"":""A8kD<:B0e[7p00`[7qk07\\7|eB|_C|QRrG1|QRsk0;\\7|eB|eB|_Ct00d[7ul09\\7|eRvk0:\\7|QR|QRw101010"",""export"":""A8kD<:G1|QRpk0;\\7|eB|eB|_Cqk07\\7|eB|_C|QRr00`[7s00d[7tl09\\7|eRuk0:\\7|QR|QRvB0e[7w101010""}",0,0,0,0,1.0,mech
49c32d60-57da-4d28-9203-15fbee2f0001,Medium,Clan,45,Shadow Cat,MISHIPESHU,https://mwo.nav-alpha.com/mechlab?b=98e219bc_SHC-MI,a57158d8d744e08470a49cdf5ef207420405a00001042021a399090797478,,,2x C-Beam Las | 6x C-LMG,"[""2x C-LMG Ammo"",""TComp Mk I""]",Imported from NAV-Alpha build link.,Skirmisher,"{""default"":""A=9D<:B0aS7pL0iM7|JC|JC|JC|2Sq[0CZ7|^C|JC|JC|2Srg0s[0TM7|^C|e<2t:0UM7|JCu\\0gS7v\\0hS7w101010""}",0,0,0,0,1.0,mech
47bbf1a6-478c-4fda-81d3-c436f74b6f3b,Heavy,IS,65,Thunderbolt,TDR-5S-T,https://mwo.nav-alpha.com/mechlab?b=47cf4322_TDR-5S-T,pending,,,4x ER LL | 5x MedLas,"[""4x Double Heat Sink"",""IS TComp Mk I"",""Light Engine 300""]",Unconfirmed mount locations,Brawler,"{""default"":""AQ4:2:B0|o<2p00ql0|]?|]?|Y?|Y?|i^rD1|Vg|i^|i^sl0|]?|]?|Y?|Y?|i^tO0|Y?ul0vl0w000000"",""export"":""AQ4:2:D1|Vg|i^|i^pl0|]?|]?|Y?|Y?|i^ql0|]?|]?|Y?|Y?|i^r00sO0|Y?tl0ul0vB0|o<2w000000""}",0,0,0,0,1.0,mech
4131b6c1-9011-4aed-a078-d9fb79f67735,Light,Clan,30,Incubus,INC-5,https://mwo.nav-alpha.com/mechlab?b=fcef1e86_INC-5,pending,,,C-Beam Las | 2x C-ER Med | 4x C-LMG,"[""C-LMG Ammo"",""C-LMG Ammo (1/2)"",""Clan XL Engine 265"",""TComp Mk I""]",Imported from NAV-Alpha build link.,Skirmisher,"{""imported"":""INC-5"",""export"":""AQ;D4:V0|ke|3S|e<2pJ0|JC|JC|^CqJ0|JC|JC|lB|lBr00s00tL0uL0v10|2Sw202020""}",0,0,0,0,1.0,mech
920e7761-6f6c-45f0-8199-259bc69d823c,Light,Clan,30,Incubus,INC-5,https://mwo.nav-alpha.com/mechlab?b=e41760c8_INC-5,pending,,,2x C-HLL | 4x C-LMG,"[""C-Double Heat Sink"",""C-LMG Ammo"",""C-LMG Ammo (1/2)"",""Clan XL Engine 265""]",Imported from NAV-Alpha build link.,Skirmisher,"{""imported"":""INC-5"",""export"":""AQ;D4:V0|ke|3SpJ0|PC|JC|JC|l^qJ0|PC|JC|JCr00s00tL0uL0v10|2Sw202020""}",0,0,0,0,1.0,mech
ba7562f0-5272-449c-a9ad-abdc4fdf7492,Heavy,IS,65,Roughneck,RGH-BLT,https://mwo.nav-alpha.com/mechlab?b=08944831_RGH-BLT,pending,,,4x AC/5,"[""5x AC/5 Ammo"",""AC/5 Ammo (1/2)"",""Light Engine 250""]",Imported from NAV-Alpha build link.,Brawler,"{""default"":""A>=:2:00|FOp00ql0|k?|k?rD1|Lg|FO|FOsl0|k?|k?t00uZ0|FOvZ0|FO|cOw000000"",""export"":""A>=:2:D1|Lg|FO|FOpl0|k?|k?ql0|k?|k?r00s00tZ0|FOuZ0|FO|cOv00|FOw000000""}",0,0,0,0,1.0,mech
c1ae4e6f-6c84-4829-848e-1d4a62e7c04b,Assault,Clan,100,Stone Rhino,SR-X,https://mwo.nav-alpha.com/mechlab?b=1e1cab70_SR-X,pending,,,RG | 4x C-ER LL,"[""9x C-Double Heat Sink"",""5x C-Rail Gun Ammo"",""Clan XL Engine 350""]",Imported from NAV-Alpha build link.,Trader (Forward),"{""default"":""A`lD4:j1|<f|l^|l^|l^|l^pB1|mB|l^|l^qB1|mB|l^|l^rX0|mB|mB|l^s00t:1|FS|FSu;1|FS|FSvB0|FSw202020""}",0,0,0,0,1.0,mech
c2594041-8d49-4dda-a677-dfa6054ec743,Assault,Clan,100,Stone Rhino,SR-X,https://mwo.nav-alpha.com/mechlab?b=780de0e2_SR-X,pending,,,RG | 4x C-ER LL,"[""5x C-Rail Gun Ammo"",""Clan XL Engine 300"",""14x Heat Sink""]",SHS Alpha Strike. Untested,Trader (Anchor),"{""default"":""A`lD6:j1|2f|h^|h^pB1|mB|h^|h^|h^|h^qB1|mB|h^|h^|h^|h^rW0|mB|h^|FSsW0|mB|h^|FStD1|h^|FSuD1|h^|FSvB0|FSw202020""}",0,0,0,0,1.0,mech
bc85b570-b3ad-46b8-9530-7da23dd97ef1,Assault,Clan,85,Clanbattlemaster,BLR-1GBC,https://mwo.nav-alpha.com/mechlab?b=14b0f8a2_BLR-1GBC,pending,,,7x C-ER LL,"[""17x C-Double Heat Sink"",""Clan XL Engine 330"",""TComp Mk I""]",Fast BLR-1GBC,Trader (Forward),"{""default"":""A\\lE4:[1|8f|l^|l^|l^|mBp71|mB|mB|mB|l^|l^|l^q71|l^|mB|mB|mB|l^|l^rW0|l^|l^|l^sW0|l^|l^|l^t21|l^u21|l^vB0|e<2w101010""}",0,0,0,0,1.0,mech
b76f63db-243e-49f0-9450-c479a94c2823,Heavy,Clan,75,Night Gyr,NTG-C,https://mwo.nav-alpha.com/mechlab?b=b7cd1756_NTG-C,a5fdf9fcf76fe18470a49cdf56f000000000000008066124b1647e4202018,,,2x C-ER LL | C-ER PPC | C-Gauss,"[""7x C-Double Heat Sink"",""3x C-Gauss Ammo"",""C-Gauss Ammo (1/2)"",""TComp Mk I""]",,Trader (Anchor),"{""default"":""Am6D<:K1|e<2|hRpo0LO7|l^|l^|TRqo0JO7|l^|mB|l^r`0IO7|hB|TR|TRs`0MO7|1C|l^|l^|l^to0NO7uo0OO7vB0HO7|mBw101010""}",0,1500,1000,2000,1.0,mech
6b8758f5-c26c-493e-b3cb-8acb5f6dfd5a,Assault,IS,100,Marauder Ii,MAD-X,https://mwo.nav-alpha.com/mechlab?b=4d5427ea_MAD-X,pending,,,RG | 2x LB 2 | 6x SmLas,"[""3x Double Heat Sink"",""2x LB 2-X AC Ammo (CASE)"",""Light Engine 325"",""4x Rail Gun Ammo""]","Max cooldown, range, ammo, velocity, LBX spread, Survival, Crit Chance, Max speed, Cool Run, Improved Gyros, ADV Zoom",Juggernaut,"{""default"":""Aal82:j1|[g|i^|i^|i^pB1|SP|J@|[?qB1|SP|J@|[?rJ0|[?|[?sJ0|[?|[?t;1|oO|[<2u;1|SP|oOvB0|SPw202020""}",0,0,1000,0,1.0,mech
